"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.566626250E0,-6.805113830E-2,-3.192933868E-1,-7.616524637E-2,3.352318139E-1
2.576555250E0,-3.290615626E-2,-3.686419500E-1,-4.699407220E-1,5.981839054E-1
2.586484250E0,4.970559055E-2,-1.774637077E-1,9.922549546E-2,2.093076975E-1
2.596414250E0,-8.629704583E-2,-2.519861423E-1,-6.062159300E-2,2.731651031E-1
2.606343250E0,3.429165401E-2,-3.782514835E-1,-1.122080684E-2,3.799684313E-1
2.616272250E0,8.771621989E-2,-3.652024351E-1,-4.092770290E-1,5.554949508E-1
2.626201250E0,-3.294438243E-2,-3.539080264E-1,-1.176541650E-1,3.744044952E-1
2.636130250E0,-2.189760335E-2,-2.372830992E-1,8.664638042E-2,2.535554564E-1
2.646059250E0,-2.887090137E-2,-3.017046150E-1,-2.060266435E-2,3.037822796E-1
2.655988250E0,8.330400232E-3,-3.820252765E-1,1.349718636E-1,4.052531449E-1
2.665917250E0,-1.713358440E-2,-4.163037743E-1,-3.602165508E-1,5.507797706E-1
2.675846250E0,-3.135847136E-2,-4.885132331E-1,-3.396343517E-1,5.958020019E-1
2.685775250E0,-4.044257769E-2,-3.306445500E-1,-2.267959535E-1,4.029861351E-1
2.695705250E0,-9.748858005E-2,-2.224138126E-1,1.047446823E-1,2.644680996E-1
2.705634250E0,-1.076161220E-1,-2.547053168E-1,-4.277004361E-2,2.797951121E-1
2.715563250E0,-1.703081775E-1,-3.866512281E-1,-1.109129101E-1,4.368131421E-1
2.725492250E0,-2.468702854E-1,-4.913472323E-1,3.063596016E-1,6.294626645E-1
2.735421250E0,-7.433594495E-2,-4.712874088E-1,1.245456934E-2,4.772764092E-1
2.745350250E0,-2.225016670E-1,-4.024257734E-1,-2.520875001E-1,5.244059521E-1
2.755279250E0,-8.521202188E-2,-4.840966849E-1,-3.406821728E-2,4.927183094E-1
2.765208250E0,5.790680386E-3,-3.230117409E-1,-1.197433752E-1,3.445411334E-1
2.775137250E0,-1.089569799E-1,-3.511262501E-1,-1.732360429E-1,4.064135745E-1
2.785066250E0,-6.802979596E-2,-2.564997542E-1,-1.137195736E-1,2.887080159E-1
2.794996250E0,-1.130884032E-1,-2.505766892E-1,3.148626226E-1,4.179905923E-1
2.804925250E0,-1.649802860E-2,-3.689065731E-1,-2.332898712E-1,4.367933248E-1
2.814854250E0,-1.457255510E-1,-4.619504653E-1,-7.347143412E-2,4.899308321E-1
2.824783250E0,-1.749028282E-2,-3.242873110E-1,2.614126396E-1,4.168989544E-1
2.834712250E0,-1.863767647E-1,-3.442591339E-1,2.604443407E-1,4.701934754E-1
2.844641250E0,-1.836260334E-1,-3.412090069E-1,-1.618216932E-2,3.878195059E-1
2.854570250E0,-1.234490298E-1,-4.095062399E-1,2.319379950E-1,4.865493366E-1
2.864499250E0,-2.181560528E-1,-3.185935117E-1,1.992725247E-1,4.345151645E-1
2.874428250E0,-1.104258370E-1,-3.311979159E-1,-1.940141237E-1,3.994088196E-1
2.884357250E0,-1.082450631E-1,-2.039036840E-1,-4.336552405E-1,4.912744382E-1
2.894286250E0,-4.771165347E-2,-2.983034175E-1,3.313435847E-1,4.483858850E-1
2.904216250E0,-5.181892047E-2,-2.137602075E-1,2.256270951E-1,3.150971483E-1
